,Name,label
100,GEO125_CARS1297,7
101,Not_id_yet_CARS1038,7
102,CATT0683_1,6
103,CATT0931_1,4
104,CARS1222,7
105,LIM06_SJTT0823_1_male,0
106,"Abraxas adilluminata Inoue, 1984_male_01",2
107,NOC179_CARS0956,7
108,GEO176_CARS1523,4
109,Ourapteryx pallidula_female_MTTS146_01,1
110,CATT1417_1,0
111,GEO134_SJTT1778_1_male,1
112,CATT1826_1,0
113,"Menophra anaplagiata Sato, 1984_NSMT_PT-1_",2
114,Not_id_yet_CARS1392,10
115,ERE01_SJTT0229_1_male,0
116,CATT_1842_1,3
117,CATT0971_1,4
118,CRA07_SJTT2448_1_male,5
119,GEO058_SJTT1491_1_male,3
120,Not_id_yet_CARS1834,10
121,LIM04_SJTT1599_1_male,3
122,CATT1431_1,3
123,Lophocosma nigrilinea geniculata_female_A61-20180911-025-removebg-preview,4
124,CATT0710_1,5
125,CARS1236,7
126,NOC014_SJTT1015_1_male,0
127,CATT1625_1,3
128,Not_id_yet_CARS1266,8
129,CATT0091_1,4
130,THY11_SJTT1482_1_female,0
131,GEO228_CARS0638,7
132,PYR014_CARS0094,0
133,LIM04_SJTT0698_1_male,3
134,NOT03_SJTT1059_1_male,3
135,Ilema nachiensis_female,2
136,NOC038_SJTT1523_1_male,0
137,CARS1066,7
138,CATT0545_1,5
139,NOC030_CARS0559,7
140,CATT2055_1,4
141,Not_id_yet_CARS2245,4
142,CATT0353_1,4
143,ERE19_SJTT0027_1_male,4
144,CATT0027_1,3
145,NOC210_CARS0692,4
146,CATT1189_1,4
147,NOC034_SJTT0635_1_female,9
148,GEO119_CARS0929,8
149,GEO063_SJTT0016_1_female,9
150,CRA11_SJTT2105_1_female,1
151,PYR03_SJTT0833_1_male,5
152,GEO114_SJTT1027_1_male,3
153,CATT1852_1,5
154,NOC057_SJTT2366_1_male,0
155,Not_id_yet_CARS0909,7
156,CARS2301_left_side,7
157,GEO085_CARS0318,10
158,NOC100_CARS0341,7
159,Triuncina brunnea_male_23mm_800,2
160,CATT1790_1,6
161,CATT0476_1,1
162,GEO116_CARS0657,5
163,CATT0487_1,5
164,GEO027_SJTT1552_1_female,9
165,Diarsia arenosoides_male_MCE2750_24-VII-2015_SWu_03_1,2
166,Not_id_yet_CARS1426,7
167,NOC028_SJTT0222_1_male,0
168,GEO022_SJTT2205_1-2_male,3
169,CATT1510_1,0
170,CARS1067,10
171,Not_id_yet_CARS2265,10
172,NOC016_SJTT1346_1_male,5
173,CATT0146_1,0
174,Risoba prominens_female_TFRI127273,2
175,NOC154_CARS0371,7
176,LIT01_SJTT0579_1_male,3
177,PYR06_SJTT2477_1_female,0
178,DRE02_SJTT1682_1_male 拷貝,6
179,HER02_SJTT2108_1_male,0
180,CATT1855_1,4
181,GEO075_SJTT0739_1_female,4
182,GEO030_CARS1923,8
183,Not_id_yet_CARS1621,7
184,Not_id_yet_CARS1269,7
185,CATT1258_1,6
186,Not_id_yet_CARS1847,8
187,Not_id_yet_CARS1978,4
188,Not_id_yet_CARS2260,7
189,NOC064_SJTT0390_1_male,4
190,GEO028_CARS0214,4
191,NOC037_SJTT1357_1_male,0
192,NOC010_CARS0632,4
193,CARS1890,0
194,CARS1728,1
195,CARS1212,10
196,Not_id_yet_CARS0792,8
197,Westermannia elliptica elliptica_male_Walami_14-VIII-2015_YSChang_002_1_800px,2
198,Not_id_yet_CARS1251,0
199,CATT2029_1,0
200,CARS0296,0
201,DRE01_SJTT0950_1_female,5
202,CATT0350_1,6
203,CATT2006_1,0
204,Not_id_yet_CARS0914,4
205,Athetis brunneolineosa_female_800px,2
206,NOC067_SJTT2384_1_female,0
207,Syntypistis comatus_male_Guanyuan_7-II-2013_SWu_02_1_1_800,2
208,CATT1511_1,9
209,DRE02_SJTT1987_1_male,5
210,Not_id_yet_CARS1421,7
211,NOC001_SJTT1179_1_male,6
212,CATT1674_1,5
213,CARS2082,7
214,GEO060_SJTT1104_1_male,3
215,GEO109_CARS0351,8
216,Not_id_yet_CARS2256,7
217,Not_id_yet_CARS1770,4
218,LIT01_SJTT0185_1_male,3
219,CATT1137_1,0
220,Psilalcis nigrifasciata_male_Cien_7-VI-2013_SWu&WCChang_014,2
221,Not_id_yet_CARS1558,8
222,Olivenebula oberthueri_female_TFRI,4
223,GEO229_CARS1303,8
224,ARC07_SJTT1244_1_male,1
225,NOC056_SJTT2324_1_female,0
226,GEO057_SJTT2120_1_male,3
227,CATT0899_1,6
228,CATT0907_1,6
229,CATT0463_1,5
230,Stenoloba assimilis taiwana_male_MTT2311_1,2
231,Not_id_yet_CARS1041,7
232,NOC005_SJTT1643_1_male,0
233,LIT04_SJTT2125_1_female,0
234,DRE02_SJTT2117_1_male,3
235,CARS1596,6
236,CARS2027,7
237,NOC159_CARS0551,10
238,CARS2307,7
239,GEO001_SJTT2479_1_male,3
240,Tiracola aureata_male_NanchungLuLu_2-I-2021_SSWu_SWUBR2021-001,2
241,NOC034_SJTT1427_1_female,0
242,NOC045_SJTT0351_1_male,4
243,Euproctis marginata insulata_male_Meifeng-14-II-2012)SWu&WCChang-35_mana,2
244,CARS0868,4
245,CATT0162_1,3
246,PYR02_SJTT1140_1_male,0
247,NOC036_CARS0183,7
248,Not_id_yet_CARS1710,10
249,Atrachea ochrotixa_female_31mm_2400px,2
250,CATT0484_1,5
251,GEO035_SJTT1513_1_male,0
252,CATT1863_1,5
253,Not_id_yet_CARS1870,4
254,NOC133_CARS0769,7
255,CATT1665_1,5
256,NOC068_SJTT0449_1_male,0
257,PYR12_SJTT1988_1_male,4
258,CATT1701_1,0
259,Not_id_yet_CARS0625,4
260,Not_id_yet_CARS1510,10
261,CATT1670_1,3
262,CATT0822_1,0
263,Not_id_yet_CARS1330,7
264,GEO054_SJTT1414_1_male,9
265,GEO163_SJTT1773_1_male,9
266,Callopistria repleta_female-2_800px,2
267,CATT0069_1,5
268,NOC001_SJTT1236_1_male,6
269,NOC243_CARS0703,8
270,CARS1163,7
271,LIT39_SJTT0014_1_female,5
272,CATT1482_1,1
273,Amphipyra tarokoensis_male_58mm_800px,2
274,Shaka atrovittatus mushana_female_01,2
275,LIT02_SJTT0105_1_male,5
276,Chrysodeixis eriosoma_female_mana_1800,4
277,NOC085_SJTT1431_1_male,9
278,GEO028_CARS0679,4
279,GEO066_SJTT0835_1_male,5
280,CATT2059_1,6
281,GEO034_CARS0930,8
282,CATT1098_1,4
283,NOC007_SJTT2302_1_male,4
284,CARS0605,10
285,GEO034_CARS0020,8
286,CATT1648_1,6
287,LIT15_SJTT2003_1_male,1
288,GEO022_CARS0574,4
289,NOC045_SJTT0116_1_male,3
290,Sypnoides chinensis_female_47mm_800,2
291,CATT0434_1,6
292,LIM03_SJTT1010_1_male,5
293,DRE04_SJTT0031_1_male,4
294,Polydesma boarmoides_male_44mm_800,2
295,NOC067_SJTT2290_1_male,9
296,CATT1410_1,0
297,Not_id_yet_CARS1292,10
298,CATT0515_1,3
299,NOC032_SJTT0457_1_male,9
300,CARS1580,4
301,NOT14_SJTT1660_1_male,0
302,NOT14_SJTT1624_1_male,0
303,CRA05_SJTT1630_1_male,3
304,ARC06_SJTT1399_1_male,6
305,CARS2301_,7
306,Odontopera bilinearia subarida_male,2
307,CATT0242_1,0
308,NOC035_SJTT2370_1_male,9
309,NOC090_CARS0244,4
310,GEO021_SJTT2217_1_male,9
311,GEO063_SJTT0112_1_female,3
312,CATT1531_1,5
313,NOC054_CARS0034,10
314,Comibaena procumbaria_female_V40-20201113-093-removebg-preview,3
315,Catocala shirozui_male_13-VIII-2012_SWu&WCChang-01_800,4
316,GEO131_SJTT2232_1_female,9
317,LIT03_SJTT0908_1_male,1
318,Not_id_yet_CARS1109,7
319,GEO025_SJTT0384_1_female,9
320,Not_id_yet_CARS1050,7
321,LIT12_SJTT0153_1_female,5
322,NOC254_CARS1241,4
323,CATT1224_1,0
324,CARS2219,10
325,GEO035_SJTT1546_1_female,0
326,NOT12_SJTT1926_1_male,0
327,GEO057_SJTT0401_1_male,5
328,CATT0269_1,5
329,CATT_0438_1,3
330,GEO146_SJTT0997_1_male,3
331,CATT1569_1,4
332,CATT0920_1,6
333,Not_id_yet_CARS0618,7
334,"Spodoptera mauritia acronyctoides Guenee, 1852_03",2
335,NOC014_CARS0628,8
336,CATT0367_1,5
337,Tanaoctenia haliaria_female_TaipingHostel_26-X-2018_01_1800,3
338,NOL02_SJTT0681_1_male,1
339,CATT1449_1,1
340,CATT0568_1,3
341,LIT12_SJTT0176_1_female,5
342,Not_id_yet_CARS1383,7
343,CATT0741_1,0
344,GEO031_SJTT2297_1_female,9
345,Euthrix tamahonis_male_36mm_800,2
346,CATT1501_1,1
347,CARS1148,7
348,NOC233_CARS1389,8
349,CATT1200_1,5
350,GEO091_CARS0393,8
351,GEO206_CARS1082,7
352,CARS0258,1
353,NOC040_SJTT0547_1_male,9
354,GEO185_CARS1030,7
355,ARC06_SJTT0685_1_male,5
356,Not_id_yet_CARS0573,10
357,LIT06_SJTT0297_1_female,9
358,Calliteara lunulata takamukuana_male_Galahe_25-VIII-2010_SWu-12_800ori,0
359,GEO072_SJTT0779_1_male,3
360,HER02_SJTT0988_1_male,5
361,CATT1792_1,9
362,URA01_SJTT2200_1_male,1
363,GEO031_SJTT2165_1_female,9
364,CATT1116_1,5
365,ERE017_SJTT0745_1_female,4
366,CATT0264_1,3
367,CATT1222_1,0
368,GEO063_SJTT0174_1_male,9
369,CATT0947_1,6
370,NOC143_CARS0390,4
371,LAS03_SJTT1939_1_male,0
372,NOC283_CARS0697,8
373,CATT0565_1,3
374,CATT0082_1,6
375,GEO026_SJTT2385_1_female,9
376,GEO162_SJTT2142_1_male,5
377,GEO033_SJTT814_1_male,9
378,GEO131_SJTT1772_1_male,9
379,GEO025_SJTT1564_1_female,9
380,CATT1817_1,0
381,NOC072_SJTT0403_1_female,4
382,NOC057_CARS0071,10
383,Not_id_yet_CARS1495,8
384,Oreta loochooana_female_Meiling_SWUBR_1800,2
385,CARS2214,4
386,CARS1278,10
387,GEO158_SJTT1473_1_male,9
388,NOC037_SJTT2249_1_male,0
389,GEO004_CARS0531,8
390,Abraxas adilluminata_male_MTTS230_dissected_01,2
391,CATT1472_1,0
392,CRA06_SJTT1765_1_male,0
393,GEO129_SJTT2470_1_female,3
394,CARS0824,8
395,LIT19_SJTT1989_1_male,7
396,LIT12_SJTT0169_1_female,3
397,Not_id_yet_CARS0789,7
398,Pseudogyrtona marmorea_female_Jianshi_1000m_11-I-2020_SWu_TFRI209544,2
399,LIT02_SJTT0055_1_male,5
400,PAN01_SJTT0844_1_male,0
401,Mythimna radiata_female_Siyuanyakou_15-IV-2013_SWu_06,2
402,Not_id_yet_CARS1807,8
403,CATT0621_1,0
404,CATT_0192_1,4
405,Not_id_yet_CARS1795,10
406,GEO189_CARS1034,7
407,Lymantria sugii_male_01,2
408,Not_id_yet_CARS0812,10
409,CATT1037_1,9
410,GEO021_SJTT2326_1_female,9
411,NOC003_CARS0948,10
412,CATT1837_1,3
413,Odontopera bilinearia subarida_female_Tayuling_7-II-2013_SWu_01_1_1_800,2
414,CARS1317,7
415,NOC183_CARS0843,7
416,LIT15_SJTT1923_1_male,3
417,CATT0876_1,3
418,GEO056_SJTT0274_1_male,3
419,Xenortholitha corioidea_female_800px,2
420,CATT0562_1,0
421,Neopheosia fasciata fasciata_male_TFRI00117733_FBG_25-II-2010_SWu-09,2
422,CATT0243_1,5
423,CARS0816,8
424,NOC005_SJTT0101_1_female,5
425,THY15_SJTT1295_1_male,5
426,NOC077_SJTT0206_1_female,0
427,Hemistola simplex_female_Cilan_420_4-V-2018_SWu_TFRI_23_ed,1
428,GEO126_CARS0685,8
429,NOC146_CARS0382,4
430,CATT0236_1,5
431,CATT1498_1,0
432,CATT1424_1,3
433,CATT1430_1,0
434,Abraxas suspecta_female_MTTS1002_005,2
435,DRE03_SJTT0159_1_male,1
436,CATT1697_1,6
437,CARS0874,8
438,CATT_1758_1,3
439,GEO063_SJTT2126_1 2_female,9
440,DRE01_SJTT1234_1_male,4
441,NOC266_CARS1699,10
442,GEO162_SJTT1443_1_male,3
443,CATT1920_1,5
444,CATT1148_1,3
445,Not_id_yet_CARS2059,10
446,NOC028_CARS0584,7
447,CARS1913,4
448,Not_id_yet_CARS2015,8
449,GEO063_SJTT0172_1_male,3
450,ARC06_SJTT1837_1_male,5
451,NOT05_SJTT1919_1_male,4
452,GEO063_SJTT1428_!_male,9
453,Phlogophora albovittata_male_800px,2
454,GEO149_CARS1482,10
455,CATT0585_1,1
456,ARC09_SJTT1113_1_male,1
457,CARS1465,8
458,GEO046_SJTT1381_1_male,9
459,CATT1217_1,0
460,CARS1671,7
461,Agathia magnificentia_male_38mm_800,2
462,Not_id_yet_CARS1713,7
463,CATT1485_1,0
464,GEO054_SJTT1868_1_male,3
465,Not_id_yet_CARS2020,7
466,Not_id_yet_CARS1771_left_side,7
467,NOC050_CARS0146,8
468,GEO060_SJTT2060_1_male,3
469,CATT0872_1,1
470,CATT1250_1,5
471,CARS1635,8
472,BOM01_SJTT0852_1_male,9
473,Not_id_yet_CARS1809,10
474,CARS0480,10
475,GEO215_CARS1513,7
476,NOT01_SJTT1884_1_male,9
477,CATT0394_1,4
478,NOT05_SJTT2078_1_female,0
479,CARS0377,10
480,THY15_SJTT0636_1_male,0
481,Phlogophora clava_male_NSMT2015_073,2
482,NOC005_SJTT1738_1_male,0
483,CATT2036_1,0
484,"Rachiades lichenicolor albimaculata (Okano, 1958)_male_Guanyuan_16-IV-2013_SWu_67mm_MOH_800",2
485,CARS1894,4
486,THY15_SJTT1452_1_male,0
487,NOC045_CARS0170,10
488,Not_id_yet_CARS1961,8
489,NOC034_SJTT1321_1_male,9
490,Hypocala deflorata_male_47mm,2
491,Not_id_yet_CARS1721,10
492,GEO193_CARS1922,7
493,LIM04_SJTT0696_1_male,5
494,NOC083_CARS0386,4
495,CATT0625_1,0
496,GEO198_CARS1370,7
497,GEO023_SJTT1351_1_male,3
498,CATT0012_1,3
499,Abraxas tenellula_male_MTTS153_01,2
500,DRE08_SJTT1862_1_male,6
501,NOC001_SJTT1954_1_male,6
502,GEO125_SJTT0701_1_female,1
503,GEO027_CARS0111,5
504,GEO195_CARS1529,8
505,CARS0870,8
506,LYM02_SJTT1761_1_male,0
507,LYM03_SJTT0286_1_female,3
508,CATT0921_1,6
509,NOC076_CARS0847,8
510,Kunugia undans metanastroides_male_72mm_800,2
511,CATT0702_1,1
512,ERE06_SJTT0893_1_male,0
513,CATT0237_1,0
514,CATT1325_1,3
515,LIT10_SJTT0902_1_male,5
516,CATT1018_1,1
517,NOC150_CARS0366,7
518,CARS1912,7
519,Not_id_yet_CARS1288,10
520,CARS1451,8
521,CATT1551_1,4
522,CATT2091_1,4
523,GEO129_SJTT1258_1_female,3
524,Not_id_yet_CARS0001,7
525,PYR13_SJTT2032_1_female,4
526,NOT18_SJTT0237_1_male,3
527,NOC070_CARS0070,10
528,Amphipyra tarokoensis_female_63mm_800px,2
529,NOC246_CARS1357,8
530,CATT1386_1,1
531,NOC038_SJTT1463_1_female,0
532,CATT0007_1,3
533,LIT46_SJTT0980_1_female,5
534,Not_id_yet_CARS1547,10
535,NOC073_SJTT0376_1_female,0
536,LIT12_SJTT0203_1_female,3
537,ARC06_SJTT0686_1_male,5
538,Not_id_yet_CARS1716,8
539,NOC001_SJTT1202_1_male,6
540,LYM02_SJTT1667_1_male_修改_male,0
541,Not_id_yet_CARS1614,7
542,LIT34_SJTT0350_1_male,9
543,CATT2131_1,0
544,CRA02_SJTT1103_1_male,3
545,NOT14_SJTT1016_1_male,0
546,NOC083_SJTT0410_1_male,0
547,CATT0345_1,5
548,ERE06_SJTT0735_1_male,0
549,NOC036_SJTT0863_1_male,5
550,GEO142_SJTT1887_1_male,1
551,LYM07_SJTT1063_1_male,5
552,NOC015_SJTT1556_1_female,0
553,NOC059_SJTT2292_1_female,9
554,THY14_SJTT2303_1_female,9
555,HYP02_SJTT1043_1_male,0
556,CATT0247_1,0
557,CRA03_SJTT0948_1_male,5
558,CATT0572_1,5
559,Not_id_yet_CARS1875,0
560,DRE01_SJTT2464_1_male,5
561,CATT0650_1,0
562,CATT1888_1,5
563,NOC046_SJTT1318_1_male,0
564,GEO134_CARS0669,4
565,CARS1380,8
566,GEO015_SJTT2468_1_male,3
567,LIT29_SJTT1177_1_female,5
568,Disparis diluta variegata_male_Matsu_800,2
569,PYR10_SJTT0830_1_male,1
570,Somera viridifusca viridifusca_female_SWUBR2020-010-2_1800,4
571,CATT0898_1,6
572,GEO233_CARS0643,10
573,NOC067_SJTT1583_1_female,0
574,Not_id_yet_CARS0739,4
575,ARC02_SJTT0570_1_male,1
576,CATT0311_1,6
577,LIM06_SJTT1675_1_female,0
578,NOC056_SJTT1521_1_female,0
579,Not_id_yet_CARS1356,8
580,Ctenoplusia albostriata_male_Noc_049_800,2
581,SPH01_SJTT0977_1_male,9
582,NOT23_SJTT2044_1_female,0
583,CARS1277,7
584,Not_id_yet_CARS1843,10
585,NOC177_CARS1096,7
586,NOC106_CARS0457,8
587,CATT1244_1,4
588,GEO136_CARS1372,8
589,CRA02_SJTT2096_1_male,0
590,CATT0244_1,0
591,CATT0238_1,4
592,GEO089_SJTT1221_1_male,9
593,CATT0452_1,0
594,PYR029_CARS0479,3
595,Pilipectus prunifera_female_17-IV-2020_SWu_800,2
596,Diarsia yoshimotoi_male_MCE2000_21-VII-2015_SWu,2
597,CARS2295,3
598,CATT0688_1,3
599,CATT_1071_1,1
600,CATT0911_1,1
601,Tridrepana arikana_female_Duoliang_11-XII-2015_SFHuang&LTHsieh_003,2
602,CARS1130,7
603,Miltochrista acteola_female_Toushe_IV-2018_SWuSSWU&WCChang_46,2
604,Radhica flavovittata taiwanensis_male_19-IX-2015_HYHuang_1,2
605,GEO008_CARS1300,8
606,NOC016_SJTT2381_1_male,0
607,GEO120_SJTT0704_1_male,1
608,ARC08_SJTT1188_1_female,3
609,NOC057_SJTT1530_1_male,0
610,CATT0756_1,1
611,THY17_SJTT2006_1_male,0
612,NOC068_SJTT1596_1_male,0
613,Dysstroma fumata_male_A48-20160222-122-removebg-preview,2
614,NOC050_CARS0114,8
615,NOC005_SJTT1068_1_male,5
616,NOT15_SJTT0250_1_male,0
617,Not_id_yet_CARS1782,10
618,CATT1036_1,9
619,HER03_SJTT0154_1_female,5
620,LIT09_SJTT2473_1_male,3
621,GEO006_SJTT0986_1_male,3
622,Chlorissa arcana_male_Meifeng_20-VII-2015_male_1,1
623,NOC032_SJTT1310_1_male,0
624,Euproctis nigricauda_male_TFRI00117734_FBG_25-II-2010_SWu-16_mana,2
625,CATT_1874_1,1
626,Lassaba parvalbidaria parvalbidaria_male_MSE2000_20-XI-2015_SWu&JCHuang_020_800,2
627,GEO064_SJTT1649_1_female,0
628,Prismosticta fenestrata_male_32mm_800,4
629,Not_id_yet_CARS1545,10
630,Not_id_yet_CARS1427,10
631,GEO012_CARS0087,7
632,CATT0763_1,0
633,NOC073_SJTT0427_1_male,0
634,NOT10_SJTT0422_1_male,0
635,PYR035_CARS0343,7
636,CATT1515_1,4
637,GEO108_CARS0355,8
638,NOC016_CARS0485,10
639,GEO066_SJTT1091_1_male,5
640,CATT1169_1,3
641,NOC123_CARS0301,7
642,Besaia sordida_male_40mm_MOH_800,2
643,CATT0208_1,0
644,CATT2045_1,3
645,ERE02_SJTT0850_1_female,0
646,CARS1188,7
647,LIT11_SJTT2070_1_male,3
648,LIT09_SJTT1266_1_male,3
649,GEO089_SJTT1260_1_male,9
650,CATT1478_1,5
651,GEO066_SJTT0839_1_male,0
652,CATT0866_1,4
653,CARS1630,8
654,CATT0982_1,6
655,CRA04_SJTT2051_1_male,3
656,CATT1926_1,3
657,CATT1739_1,6
658,GEO135_SJTT0145_1_male,1
659,CATT0241_1,6
660,NOC142_CARS0217,4
661,NOC049_CARS0163,7
662,CATT0456_1,5
663,Not_id_yet_CARS1342,10
664,HYP05_SJTT1045_1_male,4
665,CATT0035_1,1
666,GEO060_SJTT2087_1_female,3
667,GEO015_SJTT2425_1_male,3
668,GEO019_SJTT0684_1_male,3
669,Cleora fraterna_male_Taipingshan_29-VIII-2014_SWu&WCChang_32_800,2
670,ARC04_SJTT2015_1,3
671,Katha magnata magnata_male_Jianshi_9-VI-2018_SWu_TFRI209014,2
672,LYM01_SJTT0288_1_male,5
673,Abraxas suspecta_female_MTTS940_007,2
674,LIT14_SJTT0097_1_male,3
675,CARS2026,8
676,LIT12_SJTT0193_1_female,3
677,CATT0125_1,6
678,Not_id_yet_CARS0895,4
679,NOC264_CARS1258,4
680,NOC032_SJTT1392_1_male,9
681,NOC055_CARS0032,10
682,CARS2188,10
683,CATT1370_1,0
684,CATT1107_1,4
685,NOC175_CARS0982,8
686,Not_id_yet_CARS1616,10
687,NOC001_SJTT0945_1_male,6
688,NOC163_CARS1118,10
689,Not_id_yet_CARS1827,7
690,Westermannia elliptica elliptica_male_MOH,2
691,NOC162_CARS0754,7
692,Not_id_yet_CARS1048,7
693,NOT10_SJTT0444_1_male,0
694,GEO069_SJTT0139_1_female,5
695,CRA05_SJTT1735_1_female,1
696,Not_id_yet_CARS2014,7
697,CRA03_SJTT1996_1_male,0
698,CATT0559_1,6
699,THY15_SJTT0373_1_female,0
700,CATT1947_1,5
701,NOC172_CARS0563,4
702,CATT2038_1,0
703,NOC056_SJTT0377_1_male,0
704,NOC034_SJTT2368_1_male,3
705,GEO063_SJTT0226_1_male,3
706,CATT1872_1,5
707,LIT29_SJTT1818_1_female,3
708,DRE01_SJTT2424_1_male,0
709,LYM05_SJTT1685_1_female,5
710,Not_id_yet_CARS2194,7
711,GEO063_SJTT1197_1_male,3
712,THY01_SJTT1841_1_male,0
713,CATT1614_1,0
714,GEO142_SJTT1851_1_male,1
715,DRE08_SJTT1835_1_male,6
716,CATT0494_1,1
717,CARS1655,7
718,NOC001_CARS0091,4
719,CRA03_SJTT1013_1_male,3
720,GEO011_CARS0221,10
721,PYR03_SJTT1731_1_male,5
722,GEO054_SJTT0323_1_male,9
723,NOC053_SJTT0414_1_male,0
724,CARS0516,8
725,Pheosiopsis cinerea formosana_female_FBG_9-I-2012_SWu_800,2
726,Hypersypnoides submarginata_male_MCE1750_(22-VII-2015_prob)_01_1_1_800px,2
727,GEO020_CARS0928,4
728,Not_id_yet_CARS1340,10
729,GEO166_CARS1361,10
730,GEO145_SJTT1519_1_male,5
731,CARS2024,7
732,GEO041_SJTT1375_1_male,9
733,CATT2112_1,6
734,CATT_0594_1,1
735,CATT1054_1,1
736,Not_id_yet_CARS1047,7
737,GEO186_CARS1485,8
738,NOC032_SJTT0359_1_male,9
739,CARS2124,8
740,LIT27_SJTT0923_1_female,3
741,LYM07_SJTT0831_1_male,5
742,LIT12_SJTT0550_1_male,5
743,CATT0184_1,0
744,NOC072_SJTT0425_1_male,0
745,Not_id_yet_CARS2021,7
746,GEO057_SJTT2121_1_male,3
747,CARS2232,8
748,LIT04_SJTT2183_1_male,0
749,LIT15_SJTT1914_1_male,3
750,ERE05_SJTT1119_1_female,0
751,Avitta puncta_male_Meifeng_14-II-2012_SWu&WCChang_TFRI133939_065_800,2
752,CRA03_SJTT0859_1_male,5
753,GEO211_CARS1929,8
754,CATT1728_1,6
755,NOC118_CARS0264,4
756,CATT0115_1,0
757,CARS1166,4
758,NOC261_CARS1439,7
759,NOC270_CARS1255,4
760,CARS1570,7
761,ERE16_SJTT2013_1_male,4
762,GEO016_CARS0079,7
763,PYR06_SJTT2477_1_male,5
764,CATT1960_1,3
765,CRA02_SJTT1083_1_male,3
766,CARS1003,8
767,GEO014_SJTT0615_1_male,3
768,NOC157_CARS0539,6
769,CATT1695_1,6
770,NOC197_CARS0399,4
771,GEO210_CARS2044,4
772,CARS1184,7
773,NOT05_SJTT0314_1_male,0
774,NOC056_SJTT1335_1_female,0
775,CATT1475_1,9
776,Callopistria nigrescens_female_30mm_800px,2
777,GEO020_CARS0586,8
778,Gastropacha insularis_male_800px,2
779,Not_id_yet_CARS1283,10
780,NOC001_SJTT0942_1_male,6
781,LIM03_SJTT1017_1_female,5
782,GEO186_CARS1035,7
783,NOC221_CARS1475,8
784,NOT02_SJTT1181_1_male,0
785,LIM01_SJTT1004_1_male,0
