,file,bboxes
20,../data/data_raw/CARS/unsorted/CARS1154.jpg,"20.838708877563477,331.69393920898455,506.7208766937256,608.7157592773439"
21,../data/data_raw/CARS/unsorted/CARS1579.jpg,"1566.6568393707275,318.3503427505493,2102.9377765655518,617.7516901016236"
22,../data/data_raw/CARS/unsorted/CARS1007.jpg,"38.99768638610841,337.77016830444336,489.84846115112305,612.8265800476074"
23,../data/data_raw/CARS/unsorted/CARS0791.jpg,"61.08470153808596,344.8799324035644,464.3955364227295,573.8535499572753"
24,../data/data_raw/CARS/unsorted/CARS1141.jpg,"65.21117210388184,355.0897369384764,521.0181579589844,625.1725540161132"
25,../data/data_raw/CARS/unsorted/CARS1142.jpg,"54.61056137084962,360.83230590820307,532.9225959777832,623.2013092041014"
26,../data/data_raw/CARS/unsorted/CARS1143.jpg,"7.56085014343261,349.0116119384767,520.4690380096436,645.4491119384767"
27,../data/data_raw/CARS/unsorted/CARS2217.jpg,"1573.3799565792085,318.14356060028075,1943.1228056430818,565.8355981826783"
28,../data/data_raw/CARS/unsorted/CARS2000.jpg,"1004.3417053222656,131.3617401123046,2212.8967895507812,930.3409881591796"
29,../data/data_raw/CARS/unsorted/CARS1137.jpg,"1541.9504209518432,279.3605245113371,2070.6248836517334,521.8865439891814"
30,../data/data_raw/CARS/unsorted/CARS1985.jpg,"1565.3768641233441,291.23737554550166,2211.533630490303,720.5604677200316"
31,../data/data_raw/CARS/unsorted/CARS0266.jpg,"61.79801940917969,366.5439949035643,775.1845970153809,811.9596824645995"
32,../data/data_raw/CARS/unsorted/CARS1474.jpg,"60.60434722900388,358.4820938110351,964.8670768737793,994.1448135375977"
33,../data/data_raw/CARS/unsorted/CARS0415.jpg,"50.683351516723626,375.9802932739256,477.43505096435547,675.9921874999998"
34,../data/data_raw/CARS/unsorted/CARS0876.jpg,"294.2356986999512,431.27511596679676,916.306827545166,882.9798736572263"
35,../data/data_raw/CARS/unsorted/CARS1748.jpg,"41.924276351928675,369.8285331726073,608.3219032287598,654.4373970031737"
36,../data/data_raw/CARS/unsorted/CARS1224.jpg,"1563.323673248291,294.3433961868285,2261.8746910095215,636.6080026626586"
37,../data/data_raw/CARS/unsorted/CARS2084.jpg,"39.67345809936526,334.46181488037104,671.2467803955078,635.7352600097655"
38,../data/data_raw/CARS/unsorted/CARS1069.jpg,"178.8576328277588,464.36969428062434,626.4010517835617,682.2917217731476"
39,../data/data_raw/CARS/unsorted/CARS1635.jpg,"80.92409133911133,366.21846389770496,754.1430206298828,738.4556846618652"
40,../data/data_raw/CARS/unsorted/CARS0361.jpg,"64.41690826416013,395.40383148193354,523.4682369232178,645.126579284668"
41,../data/data_raw/CARS/unsorted/CARS2294.jpg,"1532.9150086641312,266.547444343567,1895.6529780149463,480.37121410369883"
42,../data/data_raw/CARS/unsorted/CARS2221.jpg,"83.00899696350099,375.12243270874046,504.7854461669922,671.6048698425295"
43,../data/data_raw/CARS/unsorted/CARS1174.jpg,"43.278835296630874,364.12483978271484,548.3763580322266,652.1117935180664"
44,../data/data_raw/CARS/unsorted/CARS0737.jpg,"1588.5483902215958,315.48900165557865,1988.1370683431626,537.8310702323913"
45,../data/data_raw/CARS/unsorted/CARS1891.jpg,"33.508083343505916,361.938331604004,1181.6704177856445,954.0673751831055"
46,../data/data_raw/CARS/unsorted/CARS1157.jpg,"1536.000566482544,298.22187328338634,2046.032999038696,584.2095556259156"
47,../data/data_raw/CARS/unsorted/CARS1758.jpg,"69.44442749023438,359.6660041809082,458.842134475708,675.3567008972168"
48,../data/data_raw/CARS/unsorted/CARS1464.jpg,"11.840106964111314,365.3843002319336,575.1724891662598,639.4381408691406"
49,../data/data_raw/CARS/unsorted/CARS1899.jpg,"45.360725402832045,362.684597015381,665.1601638793946,737.6102409362793"
50,../data/data_raw/CARS/unsorted/CARS0402.jpg,"1541.2160131931305,281.89982089996334,2202.3473557949064,680.7918825149536"
51,../data/data_raw/CARS/unsorted/CARS0787.jpg,"0,327.03974914550776,546.6558570861816,667.8354034423827"
52,../data/data_raw/CARS/unsorted/CARS1316.jpg,"21.06386756896972,354.211093902588,569.7943420410156,648.96936416626"
53,../data/data_raw/CARS/unsorted/CARS0261.jpg,"1559.7023208618166,300.59645514488204,2256.3902698516845,723.3842593669891"
54,../data/data_raw/CARS/unsorted/CARS1184.jpg,"149.25885210037228,386.7306765556337,627.2414982795715,570.7068499565127"
55,../data/data_raw/CARS/unsorted/CARS1444.jpg,"16.4814980506897,210.26798911094673,422.15335814952846,513.0206056118013"
56,../data/data_raw/CARS/unsorted/CARS0802.jpg,"98.37006754875182,343.7304750919343,471.95137646198276,517.6012249469758"
57,../data/data_raw/CARS/unsorted/CARS0816.jpg,"65.9847412109375,369.45397186279314,646.5113716125488,807.1281738281251"
58,../data/data_raw/CARS/unsorted/CARS0522.jpg,"1566.3015463352203,317.19770832061783,2208.461852788925,725.4250179290773"
59,../data/data_raw/CARS/unsorted/CARS1745.jpg,"24.849348068237305,376.9245948791503,876.9030513763428,894.9695701599119"
60,../data/data_raw/CARS/unsorted/CARS2034.jpg,"63.12591171264651,361.12368392944353,649.5881462097168,645.8098869323732"
61,../data/data_raw/CARS/unsorted/CARS1228.jpg,"1585.853199005127,303.178067779541,2253.2514587402347,793.2289726257324"
62,../data/data_raw/CARS/unsorted/CARS2315.jpg,"82.46035003662107,365.7447967529298,568.1203746795654,719.4411926269531"
63,../data/data_raw/CARS/unsorted/CARS1587.jpg,"1557.1249766349795,304.3914255619048,2071.5855282783514,619.5676997661591"
64,../data/data_raw/CARS/unsorted/CARS0877.jpg,"1582.3600006103513,315.2133951187135,2076.1926364898677,607.1785326004028"
65,../data/data_raw/CARS/unsorted/CARS1147.jpg,"56.88175120353694,515.1219501972199,562.5275301933289,739.9150132656097"
66,../data/data_raw/CARS/unsorted/CARS2108.jpg,"37.878810882568345,417.5896759033203,800.390604019165,896.9707412719727"
67,../data/data_raw/CARS/unsorted/CARS1062.jpg,"78.16610431671143,378.16528320312494,448.30434703826904,603.0311737060547"
68,../data/data_raw/CARS/unsorted/CARS0600.jpg,"1552.6087002754214,313.42409610748285,2185.5526814460754,690.7580370903015"
69,../data/data_raw/CARS/unsorted/CARS0732.jpg,"88.28881454467775,375.27149200439453,686.0512008666992,732.839813232422"
70,../data/data_raw/CARS/unsorted/CARS0880.jpg,"1590.7833901882173,331.1032501220705,1962.0255335330962,539.8050453186037"
71,../data/data_raw/CARS/unsorted/CARS1275.jpg,"1575.6523780822754,296.60349721908574,2085,605.0990439414978"
72,../data/data_raw/CARS/unsorted/CARS1214.jpg,"37.104827880859396,351.88995742797863,554.1695823669434,617.5660972595216"
73,../data/data_raw/CARS/unsorted/CARS1642.jpg,"63.642866134643576,352.58979034423805,523.2282962799072,576.3719863891599"
74,../data/data_raw/CARS/unsorted/CARS1489.jpg,"1428.8343476057053,314.0820840358734,2385.8383717775346,784.3483027935027"
75,../data/data_raw/CARS/unsorted/CARS1666.jpg,"1512.6664435386658,264.76796579360973,1973.8864771842957,485.94380207061783"
76,../data/data_raw/CARS/unsorted/CARS1645.jpg,"1574.199473309517,319.9022068977355,1983.8414189100267,570.0078804016111"
77,../data/data_raw/CARS/unsorted/CARS0523.jpg,"1548.0579402923586,320.62782435417176,2250.495269393921,765.8221008777618"
78,../data/data_raw/CARS/unsorted/CARS2031.jpg,"90.97099261283871,561.9490942955017,511.7518561840057,777.1619718551634"
79,../data/data_raw/CARS/unsorted/CARS2295.jpg,"1565.7544784545898,258.1842315673828,1895.9370620727536,489.76733093261714"
80,../data/data_raw/CARS/unsorted/CARS1751.jpg,"60.48029708862306,359.88912582397455,650.8300666809082,744.1408805847168"
81,../data/data_raw/CARS/unsorted/CARS2214.jpg,"80.95140838623051,362.16428756713873,1133.762466430664,1107.009578704834"
82,../data/data_raw/CARS/unsorted/CARS1638.jpg,"1492.9936519622802,267.7792118072509,1990.8640043258667,563.8918546676636"
83,../data/data_raw/CARS/unsorted/CARS1589.jpg,"1546.3486754417418,283.15420341491705,2174.516419315338,570.8061271667481"
84,../data/data_raw/CARS/unsorted/CARS0515.jpg,"50.319656372070355,356.87765502929676,786.8684883117676,832.9560775756836"
85,../data/data_raw/CARS/unsorted/CARS0830.jpg,"1602.0758840560911,297.2519887924196,2358.972377204895,743.7657678604128"
86,../data/data_raw/CARS/unsorted/CARS1678.jpg,"1595.6087525844573,303.2085724830629,1970.3144339084624,513.9135117530824"
87,../data/data_raw/CARS/unsorted/CARS2226.jpg,"64.29865264892578,349.1948204040528,586.9196472167969,742.4876899719238"
88,../data/data_raw/CARS/unsorted/CARS1761.jpg,"37.7334156036377,331.7036170959472,430.23355865478516,568.0081367492675"
89,../data/data_raw/CARS/unsorted/CARS0783.jpg,"58.1081485748291,380.271011352539,653.3493843078613,749.1932907104492"
90,../data/data_raw/CARS/unsorted/CARS2219.jpg,"1587.163539814949,315.21508197784425,1930.0780621290207,713.72980260849"
91,../data/data_raw/CARS/unsorted/CARS2288.jpg,"45.41086578369145,349.5274047851563,727.582691192627,660.3949279785156"
92,../data/data_raw/CARS/unsorted/CARS2143.jpg,"1557.1106993675235,282.77878499031067,2254.510460281372,691.4186004161835"
93,../data/data_raw/CARS/unsorted/CARS1639.jpg,"1554.2055814504624,262.5058247566222,2075.89643175602,518.3380662918089"
94,../data/data_raw/CARS/unsorted/CARS1134.jpg,"47.66020584106447,362.30316162109364,538.7055320739746,605.6453094482422"
95,../data/data_raw/CARS/unsorted/CARS1012.jpg,"1595.4602851867678,313.73549938201904,2036.9518775939941,577.4492082595826"
96,../data/data_raw/CARS/unsorted/CARS1235.jpg,"1560.222585964203,273.4913761138916,2109.150632572174,571.6607120513916"
97,../data/data_raw/CARS/unsorted/CARS0728.jpg,"23.464397430419893,365.285457611084,627.2917594909668,715.0221824645996"
98,../data/data_raw/CARS/unsorted/CARS1222.jpg,"1601.450922393799,286.77303771972646,2164.9855033874514,605.108331298828"
99,../data/data_raw/CARS/unsorted/CARS1658.jpg,"1571.6652915000918,329.58638863563544,2161.427986049652,634.9905949115754"
100,../data/data_raw/CARS/unsorted/CARS0598.jpg,"36.53779220581053,383.1938629150391,864.1822357177734,781.1734390258789"
101,../data/data_raw/CARS/unsorted/CARS1319.jpg,"30.737236022949233,372.3417472839355,618.1319160461426,690.8192558288573"
102,../data/data_raw/CARS/unsorted/CARS0870.jpg,"274.11616134643555,395.51683044433577,747.6472396850586,721.8642501831054"
103,../data/data_raw/CARS/unsorted/CARS0517.jpg,"65.97267913818361,381.778419494629,708.1168708801268,817.5181961059571"
104,../data/data_raw/CARS/unsorted/CARS0993.jpg,"68.05183458328248,397.4161186218262,518.8950114250183,686.5792427062988"
105,../data/data_raw/CARS/unsorted/CARS1017.jpg,"1565.5731737613678,268.53788871765136,2057.157808828354,542.1686811447144"
106,../data/data_raw/CARS/unsorted/CARS1904.jpg,"68.73997879028322,353.8091049194336,642.742151260376,758.717987060547"
107,../data/data_raw/CARS/unsorted/CARS1175.jpg,"1579.9652526855468,287.36254425048816,2060.490475463867,520.3345275878905"
108,../data/data_raw/CARS/unsorted/CARS1757.jpg,"49.969501495361364,384.75149917602533,601.7795295715332,753.5070381164551"
109,../data/data_raw/CARS/unsorted/CARS1217.jpg,"1581.5755096435546,333.431147003174,2241.1612335205077,752.0694389343263"
110,../data/data_raw/CARS/unsorted/CARS1605.jpg,"44.33722305297853,348.91959762573237,666.5824241638184,716.5850563049316"
111,../data/data_raw/CARS/unsorted/CARS1003.jpg,"80.0388298034668,359.1018600463867,506.7798271179199,601.8271865844727"
112,../data/data_raw/CARS/unsorted/CARS1734.jpg,"44.18224906921386,379.66682052612316,420.80125427246094,603.9452171325685"
113,../data/data_raw/CARS/unsorted/CARS1903.jpg,"54.61328125000003,372.0900077819824,534.0559577941895,741.8608894348143"
114,../data/data_raw/CARS/unsorted/CARS0719.jpg,"1533.5127672672272,212.53034076690682,2103.6746793270113,494.5311838150026"
115,../data/data_raw/CARS/unsorted/CARS0528.jpg,"55.52721977233887,383.4766006469728,656.203483581543,753.5580215454104"
116,../data/data_raw/CARS/unsorted/CARS1567.jpg,"1596.9520992279051,284.3768845558167,1996.5263076782228,538.0292475700379"
117,../data/data_raw/CARS/unsorted/CARS1572.jpg,"46.02884006500246,380.1764488220216,480.123740196228,614.8601570129396"
118,../data/data_raw/CARS/unsorted/CARS0782.jpg,"73.5476016998291,370.63533020019526,513.8809585571289,621.1239013671875"
119,../data/data_raw/CARS/unsorted/CARS1268.jpg,"1570.317095184326,279.0199921131135,2078.437184143066,583.3840566158296"
120,../data/data_raw/CARS/unsorted/CARS0518.jpg,"41.86396598815918,370.436866760254,794.3754138946533,840.1722946166994"
121,../data/data_raw/CARS/unsorted/CARS2026.jpg,"49.195902824401834,377.0495948791505,418.0657949447632,621.6660652160646"
122,../data/data_raw/CARS/unsorted/CARS0526.jpg,"54.11483383178714,368.9709625244141,661.5485191345215,791.1056671142579"
123,../data/data_raw/CARS/unsorted/CARS1915.jpg,"1581.78213429451,277.96325635910046,2003.4435374736786,533.3720564842225"
124,../data/data_raw/CARS/unsorted/CARS2210.jpg,"55.94282913208002,385.2632637023925,718.4282875061035,778.7171974182129"
125,../data/data_raw/CARS/unsorted/CARS2188.jpg,"1530.4626222610475,321.4292155742646,2084.496806716919,644.9864648342133"
126,../data/data_raw/CARS/unsorted/CARS0734.jpg,"1569.2526384830473,310.5615437507629,2279.8221147060394,784.6078425407409"
127,../data/data_raw/CARS/unsorted/CARS1380.jpg,"1557.574779224396,296.1908568859099,2329.4191151618957,741.1311749935151"
128,../data/data_raw/CARS/unsorted/CARS2032.jpg,"92.99402809143066,386.42931365966797,494.7839775085449,630.8168411254884"
129,../data/data_raw/CARS/unsorted/CARS1148.jpg,"1574.7374341487882,274.03254032135,2086.111232995987,523.9703264236449"
130,../data/data_raw/CARS/unsorted/CARS0829.jpg,"1360.0256824493408,71.3239480972291,1861.3832805633547,355.1554662704469"
131,../data/data_raw/CARS/unsorted/CARS1273.jpg,"53.15360684394835,353.8982284069062,593.1059595823289,676.5010653018952"
132,../data/data_raw/CARS/unsorted/CARS1011.jpg,"1601.1168454170227,277.5336121082305,1993.6589673042297,533.1499145030975"
133,../data/data_raw/CARS/unsorted/CARS1008.jpg,"63.658594131469734,362.1290626525879,523.0571212768555,613.2207374572754"
134,../data/data_raw/CARS/unsorted/CARS1163.jpg,"77.30558776855469,388.68621826171875,509.10319519042974,683.9156188964844"
135,../data/data_raw/CARS/unsorted/CARS0270.jpg,"64.75689315795896,356.790901184082,712.8581523895264,807.8894805908203"
136,../data/data_raw/CARS/unsorted/CARS0727.jpg,"64.60079574584965,385.46687316894537,773.4458847045898,790.0460586547853"
137,../data/data_raw/CARS/unsorted/CARS1665.jpg,"1573.8332918405533,308.98840079307547,1982.3072698354724,523.2406187534332"
138,../data/data_raw/CARS/unsorted/CARS0994.jpg,"49.45976066589357,410.2666625976561,538.2477645874023,739.5047225952146"
139,../data/data_raw/CARS/unsorted/CARS0512.jpg,"1570.9474284410478,287.2517485141754,2235.408819079399,711.0533799648285"
140,../data/data_raw/CARS/unsorted/CARS0590.jpg,"64.50997543334962,392.08736038208,586.3085021972656,760.1075859069824"
141,../data/data_raw/CARS/unsorted/CARS1018.jpg,"50.74985551834108,355.1619377136231,539.2989535331726,636.5904350280763"
142,../data/data_raw/CARS/unsorted/CARS0514.jpg,"1569.2963297605515,300.016603088379,2321.1424134492872,789.6212748527527"
143,../data/data_raw/CARS/unsorted/CARS2310.jpg,"1545.5698791503908,315.5274536132813,1985.6551712036135,573.0412002563477"
144,../data/data_raw/CARS/unsorted/CARS1072.jpg,"74.5355682373047,372.66587066650385,512.3501396179199,587.5647048950194"
145,../data/data_raw/CARS/unsorted/CARS1910.jpg,"1561.4886200904846,261.4428635120391,1966.69594373703,528.8790565013884"
146,../data/data_raw/CARS/unsorted/CARS1894.jpg,"87.87444686889651,372.19937896728527,686.860424041748,835.1258850097657"
147,../data/data_raw/CARS/unsorted/CARS1784.jpg,"126.8331651687622,161.64494647979743,436.5004921913147,391.16660118103033"
148,../data/data_raw/CARS/unsorted/CARS2303.jpg,"71.12667274475096,382.01620864868164,515.9270172119141,675.5006294250488"
149,../data/data_raw/CARS/unsorted/CARS2225.jpg,"1603.954999923706,338.42042455673203,2142.35378036499,730.0510966300963"
150,../data/data_raw/CARS/unsorted/CARS0723.jpg,"78.12770080566405,354.74672698974604,758.5550193786621,788.7145614624023"
151,../data/data_raw/CARS/unsorted/CARS1278.jpg,"1565.6044390678408,289.74586362838755,2104.681874370575,631.4197937965395"
152,../data/data_raw/CARS/unsorted/CARS1328.jpg,"23.22942352294921,368.2977828979492,566.3134880065918,647.4995269775391"
153,../data/data_raw/CARS/unsorted/CARS1232.jpg,"1556.9161213874818,296.20738945007326,2520.055870342255,777.3654560089111"
154,../data/data_raw/CARS/unsorted/CARS2202.jpg,"1576.5405721664429,294.2202248573304,1962.393033027649,550.411503314972"
155,../data/data_raw/CARS/unsorted/CARS1171.jpg,"1600.1878162384035,275.2787155151367,2040.7879741668703,545.6883941650391"
156,../data/data_raw/CARS/unsorted/CARS1063.jpg,"69.2174801826477,393.374038696289,517.8654780387878,661.3883285522461"
157,../data/data_raw/CARS/unsorted/CARS0883.jpg,"1589.0598275661466,330.96094703674305,2029.8484728336332,595.7416992187499"
158,../data/data_raw/CARS/unsorted/CARS1306.jpg,"84.84769439697266,391.5018730163574,627.5857429504395,785.5752296447754"
159,../data/data_raw/CARS/unsorted/CARS1755.jpg,"36.047386169433565,380.61065673828114,616.411828994751,685.3243942260741"
160,../data/data_raw/CARS/unsorted/CARS1212.jpg,"1568.2210235595703,276.7437095642089,2107.5614318847656,569.5216751098633"
161,../data/data_raw/CARS/unsorted/CARS1160.jpg,"46.642616271972635,369.19607543945324,541.0958919525146,658.8601303100586"
162,../data/data_raw/CARS/unsorted/CARS1311.jpg,"1557.0485093593597,282.90362071990967,2205.9634172916412,667.6398649215698"
163,../data/data_raw/CARS/unsorted/CARS0736.jpg,"1568.3394618988036,285.6855112075806,1936.2716417312622,494.315961265564"
164,../data/data_raw/CARS/unsorted/CARS2255.jpg,"1565.3050553321837,278.2825171470643,2017.7127791404725,509.88927869796754"
165,../data/data_raw/CARS/unsorted/CARS1914.jpg,"48.61896324157713,365.77541351318365,538.9102325439453,664.5832290649415"
166,../data/data_raw/CARS/unsorted/CARS0497.jpg,"45.531013488769474,357.0384607315065,1352.9775123596191,1066.7044210433962"
167,../data/data_raw/CARS/unsorted/CARS1183.jpg,"1580.1206556797028,300.4132782936098,2072.2073461055757,575.2432726860047"
168,../data/data_raw/CARS/unsorted/CARS2085.jpg,"51.54484367370605,370.34496307373036,415.38828086853033,602.0852890014647"
169,../data/data_raw/CARS/unsorted/CARS0725.jpg,"1566.120543384552,309.85038256645197,2083.2988823890687,599.6530921459198"
170,../data/data_raw/CARS/unsorted/CARS0786.jpg,"1585.5193376541138,315.64766836166393,2017.894012641907,537.9235093116761"
171,../data/data_raw/CARS/unsorted/CARS1901.jpg,"1589.4776763916016,277.17094459533683,1958.064910507202,542.8091470718383"
172,../data/data_raw/CARS/unsorted/CARS0287.jpg,"1559.3104282379147,301.8246879577636,2323.6627292633057,713.4404418945313"
173,../data/data_raw/CARS/unsorted/CARS2145.jpg,"1571.8045349121094,273.4918853759765,2091.9129028320312,559.485726928711"
174,../data/data_raw/CARS/unsorted/CARS1679.jpg,"1587.0101528167725,305.8261055946352,2034.1122314453123,542.6259020805361"
175,../data/data_raw/CARS/unsorted/CARS1006.jpg,"1560.512537384033,314.04532775878914,1991.8390419006348,534.9769447326661"
176,../data/data_raw/CARS/unsorted/CARS1733.jpg,"169.69820609092716,517.0741462707521,559.2382871389389,779.828347015381"
177,../data/data_raw/CARS/unsorted/CARS0533.jpg,"84.3186483383179,369.6073379516602,442.7506494522095,592.3183746337891"
178,../data/data_raw/CARS/unsorted/CARS0529.jpg,"1577.508013534546,312.8550062179567,2229.1120792388915,779.2661617279055"
179,../data/data_raw/CARS/unsorted/CARS1447.jpg,"73.14653778076169,398.37455749511724,513.8419342041016,666.5636291503906"
180,../data/data_raw/CARS/unsorted/CARS0738.jpg,"44.4533500671387,364.1644172668456,604.8631629943848,636.0085334777832"
181,../data/data_raw/CARS/unsorted/CARS0741.jpg,"1588.014040350914,280.5165201663971,2044.459095788002,532.3506392002105"
182,../data/data_raw/CARS/unsorted/CARS1725.jpg,"1597.535803413391,268.9049849033355,2044.329017829895,606.265131521225"
183,../data/data_raw/CARS/unsorted/CARS1010.jpg,"1572.8845536231995,253.4222410678863,1997.3955737113952,498.82010045051567"
184,../data/data_raw/CARS/unsorted/CARS1136.jpg,"1585.7474748134612,289.37240276336667,2091.2254564762115,559.9729749679566"
185,../data/data_raw/CARS/unsorted/CARS1907.jpg,"45.05663108825682,340.7014160156249,481.58144760131836,612.1382598876952"
186,../data/data_raw/CARS/unsorted/CARS1449.jpg,"44.01867198944093,354.4187545776366,482.57316875457764,590.9969177246094"
187,../data/data_raw/CARS/unsorted/CARS1652.jpg,"1564.9223001480102,325.7581238746642,2004.8418390274048,596.8694578170775"
188,../data/data_raw/CARS/unsorted/CARS1129.jpg,"1606.7594803810118,287.3631086349487,1936.4177153587339,496.95493221282953"
189,../data/data_raw/CARS/unsorted/CARS2289.jpg,"1528.2078182220457,308.8874689102172,1894.1292400360107,535.3234365463256"
190,../data/data_raw/CARS/unsorted/CARS1215.jpg,"1582.5313508987426,302.82067499160775,1991.377095413208,609.7138640403748"
191,../data/data_raw/CARS/unsorted/CARS0778.jpg,"1569.2287754058839,300.1466937065125,1953.2314750671387,587.5778267860413"
192,../data/data_raw/CARS/unsorted/CARS1656.jpg,"79.87161636352539,401.5622024536132,507.38092041015625,708.7309265136718"
193,../data/data_raw/CARS/unsorted/CARS0881.jpg,"210.84059715270996,419.8281326293946,752.7337684631348,734.1983871459961"
194,../data/data_raw/CARS/unsorted/CARS1158.jpg,"137.5615159034729,525.2571989059448,521.6384425163269,735.320290184021"
195,../data/data_raw/CARS/unsorted/CARS1455.jpg,"1623.5319091796873,328.0828887939453,2173.387171936035,659.150256729126"
196,../data/data_raw/CARS/unsorted/CARS0735.jpg,"1578.7801956176756,285.80167922973646,2334.1625396728514,747.899594116211"
197,../data/data_raw/CARS/unsorted/CARS1146.jpg,
198,../data/data_raw/CARS/unsorted/CARS1752.jpg,"75.48604774475096,396.5228233337403,512.0271244049072,641.3665809631348"
199,../data/data_raw/CARS/unsorted/CARS1643.jpg,"1484.1505792617795,490.8126846313476,1984.7623662948608,755.9582466125488"
200,../data/data_raw/CARS/unsorted/CARS2291.jpg,"31.357723236083977,342.58857345581055,559.5312919616699,621.3400001525878"
201,../data/data_raw/CARS/unsorted/CARS1216.jpg,"45.542129516601534,360.08280563354487,1042.0017852783203,944.0623817443847"
202,../data/data_raw/CARS/unsorted/CARS1581.jpg,"1561.798524594307,354.21138896942125,2040.7004669904709,657.1414947509763"
203,../data/data_raw/CARS/unsorted/CARS0601.jpg,"1547.9493586778642,290.83479795455935,2433.3467623472216,757.3565608978271"
204,../data/data_raw/CARS/unsorted/CARS1732.jpg,"1579.6118688583374,280.94422149658203,2022.1059656143186,594.5690994262696"
205,../data/data_raw/CARS/unsorted/CARS2078.jpg,"1552.803078532219,291.12953758239746,2270.3378144502635,674.6141571998595"
206,../data/data_raw/CARS/unsorted/CARS2229.jpg,"1474.230791091919,100.91497919559478,1815.3977428436278,361.94295365810393"
207,../data/data_raw/CARS/unsorted/CARS1649.jpg,"73.45128250122069,393.06298828125,514.0436191558838,704.4945907592773"
208,../data/data_raw/CARS/unsorted/CARS2306.jpg,"1569.945245361328,287.70919647216795,1965.2513702392578,570.5359298706055"
209,../data/data_raw/CARS/unsorted/CARS0405.jpg,"1574.5688187599183,313.6864085674286,2000.0403853416444,543.9169868946076"
210,../data/data_raw/CARS/unsorted/CARS2139.jpg,"1609.342973089218,271.6317311286927,2046.88516831398,538.3213187217714"
211,../data/data_raw/CARS/unsorted/CARS1657.jpg,"1598.796208190918,274.0798763275146,2112.7351272583005,505.2955047607421"
212,../data/data_raw/CARS/unsorted/CARS1906.jpg,"1602.526190829277,307.2507463455201,1971.7516581773757,539.1193300247193"
213,../data/data_raw/CARS/unsorted/CARS0482.jpg,"39.18671798706053,385.8553237915038,547.5404090881348,680.4262771606444"
214,../data/data_raw/CARS/unsorted/CARS1272.jpg,"1581.2434873580933,294.98234634399415,1939.1234193801881,522.5849561691284"
215,../data/data_raw/CARS/unsorted/CARS0724.jpg,"1545.0691665649413,304.2209655761718,1900.787828063965,479.54447021484367"
216,../data/data_raw/CARS/unsorted/CARS0996.jpg,"74.77967739105225,370.46742630004894,450.13175106048584,628.9526786804199"
217,../data/data_raw/CARS/unsorted/CARS0592.jpg,"1559.6076714992523,311.74482440948475,2169.9604094028473,646.9143543243407"
218,../data/data_raw/CARS/unsorted/CARS0988.jpg,"55.54939270019531,395.34092712402366,721.7680625915527,788.3587341308595"
219,../data/data_raw/CARS/unsorted/CARS1917.jpg,"77.43945312500001,388.9738769531252,509.4328918457031,656.2561645507815"
